country,region,year,industry,gas_type,emissions_mt
Indonesia,Asia,2020,Land Use,Co2,99.967
South Africa,Africa,2011,Transport,Sf6,0.626
Brazil,South America,2014,Energy,Co2,123.526
Brazil,South America,2005,Manufacturing,Co2,45.698
Russia,Europe,2017,Agriculture,N2O,60.115
,North America,2012,Industrial Processes,N2O,7.128
Japan,Asia,2012,Manufacturing,Sf6,10.556
India,Asia,2001,Land Use,Co2,45.317
Indonesia,Asia,2019,Land Use,N2O,71.458
Mexico,North America,2011,Land Use,Ch4,3.393
United States,North America,2006,Transport,Co2,123.526
Mexico,North America,2014,Agriculture,Co2,8.253
Japan,Asia,2004,Agriculture,Ch4,26.757
South Africa,Africa,2017,Waste,Ch4,16.075
Canada,North America,2001,Buildings,Hfcs,12.168
Russia,Europe,2018,Energy,Co2,123.526
Brazil,South America,2018,Agriculture,Co2,31.682
South Korea,Asia,2023,Transport,Sf6,1.553
Mexico,North America,2016,Land Use,Sf6,0.162
South Korea,Asia,2009,Land Use,Co2,2.766
South Korea,Asia,2022,Manufacturing,N2O,23.932
South Korea,Asia,2007,Agriculture,Hfcs,1.536
South Africa,Africa,2002,Waste,Sf6,0.227
United States,North America,2016,Waste,Co2,31.584
China,Asia,2013,Manufacturing,Ch4,123.526
Australia,Oceania,2003,Transport,Ch4,4.739
South Korea,Asia,2007,Agriculture,Co2,3.886
Germany,Europe,2009,Agriculture,N2O,17.049
Brazil,South America,2017,Manufacturing,Ch4,7.347
Russia,Europe,2015,Waste,N2O,10.266
South Korea,Asia,2017,Land Use,Hfcs,0.346
Australia,Oceania,2022,Energy,Sf6,3.895
Canada,North America,2009,Land Use,N2O,4.648
Indonesia,Asia,2004,Agriculture,Sf6,1.529
India,Asia,2019,Waste,Hfcs,3.726
Japan,Asia,2005,Land Use,Ch4,0.1
Brazil,South America,2018,Land Use,Sf6,2.601
Germany,Europe,2020,Buildings,N2O,6.91
Germany,Europe,2004,Buildings,Ch4,14.852
United States,North America,2022,Agriculture,Sf6,4.619
South Africa,Africa,2007,Energy,Hfcs,6.837
India,Asia,2023,Land Use,N2O,86.167
Russia,Europe,2003,Land Use,Co2,15.093
Australia,Oceania,2018,Industrial Processes,N2O,1.03
United States,North America,2017,Transport,Co2,123.526
Russia,Europe,2013,Manufacturing,N2O,35.476
Russia,Europe,2014,Industrial Processes,Ch4,1.03
South Africa,Africa,2011,Manufacturing,N2O,6.67
France,Europe,2012,Agriculture,Hfcs,2.549
United States,North America,2020,Land Use,N2O,32.01
Russia,Europe,2022,Industrial Processes,N2O,1.753
Russia,Europe,2012,,Hfcs,7.128
Indonesia,Asia,2000,Industrial Processes,Sf6,1.267
Indonesia,Asia,2005,Transport,Co2,104.145
Canada,North America,2011,Industrial Processes,Ch4,0.668
South Africa,Africa,2014,Land Use,N2O,3.827
Japan,Asia,2007,Waste,Sf6,0.356
Brazil,South America,2006,Buildings,Sf6,0.1
Indonesia,Asia,2003,Energy,Ch4,63.404
France,Europe,2017,Transport,Hfcs,3.619
China,Asia,2003,Transport,Ch4,88.657
Germany,Europe,2000,Industrial Processes,Ch4,0.758
France,Europe,2014,Transport,N2O,9.613
Germany,Europe,2015,Agriculture,Ch4,29.614
Canada,North America,2010,Waste,N2O,4.905
Russia,Europe,2016,Agriculture,Ch4,109.841
France,Europe,2009,Energy,N2O,3.91
China,Asia,2020,Waste,N2O,123.526
United Kingdom,Europe,2005,Land Use,Ch4,0.843
South Korea,Asia,2002,Land Use,Co2,2.7
United States,North America,2000,Buildings,Sf6,8.085
France,Europe,2022,Land Use,Hfcs,0.111
France,Europe,2015,Industrial Processes,N2O,0.311
South Korea,Asia,2002,Buildings,Hfcs,8.645
,Europe,2019,Buildings,Co2,7.128
South Africa,Africa,2012,Buildings,Co2,11.547
India,Asia,2013,Energy,Hfcs,48.435
South Korea,Asia,2021,Land Use,Sf6,0.1
United Kingdom,Europe,2023,Buildings,Ch4,6.525
China,Asia,2008,Waste,Co2,123.526
China,Asia,2020,Agriculture,Sf6,21.583
Brazil,South America,2010,Transport,Ch4,6.721
Mexico,North America,2012,Industrial Processes,Sf6,0.752
France,Europe,2020,Industrial Processes,N2O,0.361
Mexico,North America,2018,Energy,Sf6,3.447
South Africa,Africa,2019,Buildings,Sf6,0.212
France,Europe,2023,Industrial Processes,N2O,0.261
Indonesia,Asia,2019,Manufacturing,Hfcs,9.569
Brazil,South America,2000,Manufacturing,Sf6,3.016
India,Asia,2004,Industrial Processes,Ch4,3.978
United Kingdom,Europe,2010,Waste,Ch4,6.703
China,Asia,2019,Land Use,Hfcs,34.311
Canada,North America,2004,Manufacturing,Hfcs,7.139
India,Asia,2018,Land Use,Sf6,2.072
China,Asia,2002,Agriculture,Sf6,11.285
Germany,Europe,2009,Waste,Co2,5.201
Russia,Europe,2021,Industrial Processes,Ch4,0.927
Russia,Europe,2000,Agriculture,Ch4,113.408
India,Asia,2011,Agriculture,Ch4,123.526
France,Europe,2021,Buildings,Co2,33.266
South Africa,Africa,2005,Buildings,Sf6,0.196
Russia,Europe,2008,Waste,Hfcs,0.549
South Korea,Asia,2004,Buildings,Hfcs,9.855
Brazil,South America,2014,Industrial Processes,Sf6,1.551
Mexico,North America,2022,Waste,Hfcs,0.305
Mexico,North America,2015,Buildings,N2O,4.775
Canada,North America,2015,Transport,Ch4,9.001
Brazil,South America,2006,Waste,Hfcs,0.391
France,Europe,2012,Transport,Co2,83.821
France,Europe,2013,Buildings,Sf6,0.619
United States,North America,2022,Waste,Co2,30.878
Germany,Europe,2019,Agriculture,N2O,14.682
United Kingdom,Europe,2011,Transport,Sf6,0.954
India,Asia,2018,Transport,Co2,123.526
India,Asia,2008,Energy,Hfcs,41.783
Japan,Asia,2014,Agriculture,Hfcs,1.695
India,Asia,2010,Manufacturing,Ch4,88.245
China,Asia,2023,Land Use,Co2,123.526
France,Europe,2017,Buildings,Co2,32.1
United States,North America,2004,Energy,Co2,123.526
France,Europe,2005,Waste,Sf6,0.112
India,Asia,2007,Energy,Sf6,25.894
China,Asia,2010,Manufacturing,Sf6,123.526
China,Asia,2023,Energy,N2O,123.526
Australia,Oceania,2020,Transport,Ch4,4.684
Australia,Oceania,2000,Waste,Sf6,0.21
United Kingdom,Europe,2015,Waste,N2O,1.739
Japan,Asia,2015,,Hfcs,7.128
Brazil,South America,2000,Waste,Hfcs,0.389
Japan,Asia,2023,Buildings,N2O,9.574
Canada,North America,2023,Waste,N2O,4.96
Japan,Asia,2019,Transport,N2O,19.769
South Korea,Asia,2011,Manufacturing,Co2,123.526
United States,North America,2006,Energy,N2O,83.471
France,Europe,2006,Manufacturing,Hfcs,1.793
Brazil,South America,2000,Transport,Co2,104.629
South Korea,Asia,2017,Waste,Sf6,0.235
India,Asia,2001,Agriculture,Co2,66.934
France,Europe,2018,Buildings,N2O,5.494
Germany,Europe,2004,Manufacturing,Hfcs,14.279
United Kingdom,Europe,2018,Buildings,Hfcs,7.013
Russia,Europe,2020,Transport,N2O,24.079
Mexico,North America,2015,Waste,Hfcs,0.3
India,Asia,2001,Industrial Processes,N2O,6.745
Germany,Europe,2004,Land Use,Hfcs,0.318
South Africa,Africa,2023,Industrial Processes,Ch4,0.288
France,Europe,2017,Transport,Ch4,4.607
United States,North America,2007,Transport,Hfcs,66.852
India,Asia,2006,Land Use,N2O,46.409
India,Asia,2019,Land Use,N2O,68.935
Australia,Oceania,2013,Buildings,Sf6,0.371
India,Asia,2006,Land Use,Co2,49.649
Germany,Europe,2020,Land Use,Co2,1.943
Japan,Asia,2008,Buildings,N2O,11.038
Brazil,South America,2005,Buildings,Sf6,0.1
,South America,2020,Transport,Co2,7.128
South Korea,Asia,2003,Energy,Sf6,4.465
Indonesia,Asia,2010,Land Use,Sf6,2.157
Canada,North America,2005,Buildings,Hfcs,11.397
Indonesia,Asia,2006,Waste,Sf6,0.474
Mexico,North America,2010,Buildings,Hfcs,7.053
Australia,Oceania,2021,Land Use,Co2,6.554
United Kingdom,Europe,2011,Manufacturing,Co2,30.883
United Kingdom,Europe,2023,Manufacturing,Co2,22.611
France,Europe,2002,Energy,Ch4,20.667
India,Asia,2005,Manufacturing,Ch4,69.789
United States,North America,2002,Waste,Co2,36.625
China,Asia,2015,Energy,Co2,123.526
Germany,Europe,2009,,N2O,7.128
,Europe,2006,Agriculture,Hfcs,7.128
Canada,North America,2021,Manufacturing,N2O,7.262
Canada,North America,2020,Waste,Ch4,15.82
Russia,Europe,2000,Manufacturing,Hfcs,35.569
Japan,Asia,2000,Buildings,Co2,69.514
Australia,Oceania,2021,Waste,Ch4,12.158
South Africa,Africa,2002,Buildings,Co2,11.578
Brazil,South America,2016,Agriculture,Hfcs,12.064
Australia,Oceania,2020,Energy,,7.128
Australia,Oceania,2010,Buildings,Sf6,0.357
Indonesia,Asia,2013,Energy,N2O,20.363
South Korea,Asia,2008,Transport,N2O,11.261
Japan,Asia,2016,Waste,Hfcs,0.313
Brazil,South America,2004,Land Use,Ch4,43.928
South Africa,Africa,2019,Transport,Sf6,0.585
France,Europe,2014,Industrial Processes,N2O,0.309
Russia,Europe,2012,Land Use,Ch4,8.208
Japan,Asia,2015,Manufacturing,Co2,123.526
India,Asia,2016,Energy,Co2,123.526
South Africa,Africa,2023,Waste,N2O,4.958
South Korea,Asia,2012,Energy,N2O,13.427
India,Asia,2017,Industrial Processes,Co2,43.501
Japan,Asia,2011,Manufacturing,Ch4,21.522
Russia,Europe,2016,Agriculture,Co2,18.385
South Korea,Asia,2022,Transport,N2O,15.354
United States,North America,2023,Waste,Hfcs,1.389
Mexico,North America,2003,Buildings,Ch4,7.061
South Africa,Africa,2001,Energy,Ch4,42.666
China,Asia,2005,Industrial Processes,Co2,123.526
Indonesia,Asia,2017,Manufacturing,Sf6,4.735
United States,North America,2016,Energy,Sf6,30.443
South Korea,Asia,2007,Buildings,Sf6,0.714
Australia,Oceania,2016,Land Use,Co2,5.962
Indonesia,Asia,2008,Waste,Sf6,0.497
Russia,Europe,2015,Agriculture,Co2,17.848
South Africa,Africa,2022,Agriculture,Ch4,38.82
France,Europe,2014,Land Use,Co2,1.203
India,Asia,2001,Land Use,Sf6,1.13
India,Asia,2022,Buildings,Sf6,6.523
South Africa,Africa,2001,Industrial Processes,Ch4,0.24
France,Europe,2000,Transport,Hfcs,5.386
United States,North America,2009,Buildings,N2O,70.926
South Korea,Asia,2020,Land Use,N2O,2.947
United States,North America,2016,Manufacturing,Sf6,31.784
Indonesia,Asia,2009,Waste,Co2,9.777
Japan,Asia,2012,Transport,N2O,19.269
India,Asia,2003,Buildings,Co2,123.526
India,Asia,2007,Manufacturing,Sf6,37.593
United Kingdom,Europe,2006,Waste,Co2,2.136
Brazil,South America,2006,Industrial Processes,Hfcs,2.219
China,Asia,2006,Buildings,Co2,123.526
South Africa,Africa,2004,Land Use,Sf6,0.1
United Kingdom,Europe,2015,Land Use,Ch4,0.599
Mexico,North America,2012,Manufacturing,N2O,7.009
Australia,Oceania,2011,Agriculture,Hfcs,3.377
Russia,Europe,2021,Buildings,Sf6,1.259
India,Asia,2002,Waste,Ch4,123.526
Canada,North America,2006,Waste,Hfcs,0.275
Germany,Europe,2009,Land Use,Sf6,0.1
United States,North America,2023,Industrial Processes,N2O,4.833
United States,North America,2021,Waste,Hfcs,1.588
United Kingdom,Europe,2004,Transport,Co2,80.722
Mexico,North America,2003,Transport,N2O,12.62
Mexico,North America,2011,Buildings,Ch4,7.43
Brazil,South America,2011,Land Use,Hfcs,9.313
South Africa,Africa,2003,Waste,N2O,4.153
Mexico,North America,2009,Transport,Ch4,6.342
Brazil,South America,2013,Energy,Hfcs,5.575
Germany,Europe,2009,Transport,Hfcs,4.684
Mexico,North America,2008,Manufacturing,Sf6,3.646
China,Asia,2005,Buildings,Sf6,9.368
Australia,Oceania,2006,Industrial Processes,Co2,4.542
United Kingdom,Europe,2010,Energy,N2O,4.637
Australia,Oceania,2017,Agriculture,Hfcs,3.425
Brazil,South America,2017,Waste,Sf6,0.43
South Africa,Africa,2006,Waste,Ch4,14.979
France,Europe,2009,Land Use,Sf6,0.1
China,Asia,2021,Transport,Ch4,123.526
Germany,Europe,2011,Transport,Sf6,1.343
Japan,Asia,2019,Energy,Co2,123.526
Mexico,North America,2018,Land Use,Sf6,0.177
India,Asia,2015,Land Use,Ch4,32.993
France,Europe,2014,Energy,Co2,56.871
China,Asia,2002,Industrial Processes,N2O,30.821
Australia,Oceania,2004,Industrial Processes,N2O,1.022
Brazil,South America,2005,Transport,Ch4,6.984
South Korea,Asia,2012,Industrial Processes,Co2,6.789
Indonesia,Asia,2021,Energy,N2O,24.976
Australia,Oceania,2000,Manufacturing,Sf6,2.652
,North America,2019,Transport,Sf6,7.128
China,Asia,2000,Transport,Co2,123.526
Japan,Asia,2013,Buildings,N2O,9.586
Australia,Oceania,2011,Land Use,Ch4,3.08
France,Europe,2005,Waste,N2O,1.908
Germany,Europe,2012,Energy,Sf6,3.953
United States,North America,2002,Buildings,Hfcs,105.619
South Korea,Asia,2018,Land Use,Sf6,0.1
Mexico,North America,2014,Transport,Ch4,6.279
Australia,Oceania,2017,Land Use,,7.128
France,Europe,2012,Buildings,N2O,6.431
Russia,Europe,2021,Manufacturing,Co2,123.526
France,Europe,2000,Waste,Sf6,0.119
Russia,Europe,2015,Industrial Processes,N2O,1.877
Canada,North America,2006,Waste,Ch4,17.27
Indonesia,Asia,2002,Agriculture,Hfcs,6.507
France,Europe,2004,Industrial Processes,Co2,1.526
Canada,North America,2001,Transport,N2O,17.857
Japan,Asia,2020,Buildings,N2O,9.216
United States,North America,2016,Transport,Co2,123.526
United States,North America,2019,Agriculture,Hfcs,17.634
United Kingdom,Europe,2022,Industrial Processes,Ch4,0.131
France,Europe,2008,Buildings,Ch4,9.946
South Africa,Africa,2003,Industrial Processes,Hfcs,1.131
Australia,Oceania,2021,Buildings,Sf6,0.372
Indonesia,Asia,2003,Energy,Co2,123.526
Russia,Europe,2023,Agriculture,N2O,53.544
South Africa,Africa,2014,Transport,Sf6,0.665
United Kingdom,Europe,2023,Land Use,Sf6,0.1
United Kingdom,Europe,2014,Transport,N2O,8.004
Indonesia,Asia,2004,Waste,Ch4,28.397
United States,North America,2020,Energy,Ch4,123.526
Japan,Asia,2015,Energy,Ch4,86.08
India,Asia,2020,Manufacturing,Sf6,54.333
South Africa,Africa,2014,Manufacturing,N2O,6.652
India,Asia,2013,Land Use,N2O,61.241
Canada,North America,2000,Manufacturing,Hfcs,7.186
Canada,North America,2004,Agriculture,Ch4,43.024
Indonesia,Asia,2016,Industrial Processes,Sf6,1.833
South Korea,Asia,2006,Buildings,Hfcs,9.415
Mexico,North America,2010,Land Use,Co2,6.416
United Kingdom,Europe,2002,Transport,Co2,88.275
Germany,Europe,2009,Transport,Ch4,6.356
Brazil,South America,2015,Agriculture,Ch4,123.526
United Kingdom,Europe,2018,Land Use,Co2,1.155
Australia,Oceania,2018,Energy,Ch4,43.656
United Kingdom,Europe,2018,Waste,Hfcs,0.1
China,Asia,2005,Land Use,N2O,123.526
South Korea,Asia,2014,Manufacturing,Hfcs,22.826
Canada,North America,2021,Energy,Ch4,50.433
United Kingdom,Europe,2004,Industrial Processes,Co2,1.851
Brazil,South America,2010,Transport,Hfcs,5.07
France,Europe,2022,Industrial Processes,Co2,1.203
Russia,Europe,2017,Industrial Processes,Ch4,0.909
Brazil,South America,2013,Transport,Hfcs,6.007
Germany,Europe,2019,Land Use,N2O,2.0
China,Asia,2003,Transport,Co2,123.526
Canada,North America,2023,Energy,Ch4,45.531
Brazil,South America,2011,Waste,Sf6,0.386
United States,North America,2008,Manufacturing,Ch4,62.903
India,Asia,2001,Manufacturing,Ch4,62.694
South Africa,Africa,2008,Industrial Processes,Sf6,0.786
South Africa,Africa,2007,Buildings,Co2,11.495
United Kingdom,Europe,2016,Waste,N2O,1.594
Mexico,North America,2007,Agriculture,N2O,22.765
Japan,Asia,2023,Land Use,Co2,0.1
South Korea,Asia,2011,Land Use,N2O,2.51
Russia,Europe,2005,Transport,Ch4,13.589
South Africa,Africa,2001,Buildings,N2O,1.826
Canada,North America,2004,Energy,N2O,12.497
South Africa,Africa,2002,Buildings,Sf6,0.185
Canada,North America,2023,Land Use,Hfcs,0.537
Russia,Europe,2011,Waste,Co2,12.012
South Korea,Asia,2012,Agriculture,N2O,11.632
South Africa,Africa,2006,Industrial Processes,N2O,0.517
Brazil,South America,2002,Land Use,Co2,87.214
Brazil,South America,2018,Waste,Ch4,26.014
India,Asia,2021,Industrial Processes,N2O,15.286
China,Asia,2022,Industrial Processes,Hfcs,123.526
United States,North America,2017,Transport,Ch4,66.59
Japan,Asia,2008,Energy,N2O,20.243
Japan,Asia,2008,Transport,Ch4,10.976
Mexico,North America,2017,Agriculture,Co2,7.999
Germany,Europe,2019,Buildings,Ch4,11.929
Canada,North America,2002,Transport,Sf6,1.802
China,Asia,2009,Energy,Sf6,85.945
France,Europe,2022,Industrial Processes,,7.128
India,Asia,2005,Transport,Co2,123.526
South Korea,Asia,2011,Land Use,Co2,3.079
Indonesia,Asia,2019,Industrial Processes,Co2,5.493
Mexico,North America,2007,Energy,Ch4,31.473
Australia,Oceania,2001,Industrial Processes,N2O,1.033
Mexico,North America,2013,Agriculture,Hfcs,2.903
China,Asia,2001,Manufacturing,Co2,123.526
China,Asia,2015,Industrial Processes,Hfcs,123.526
China,Asia,2007,Buildings,N2O,105.959
France,Europe,2009,Industrial Processes,Hfcs,0.846
Brazil,South America,2001,Agriculture,Ch4,123.526
United States,North America,2007,Industrial Processes,Ch4,2.681
Mexico,North America,2010,Land Use,N2O,6.009
United Kingdom,Europe,2016,Transport,N2O,8.162
Mexico,North America,2021,Manufacturing,N2O,7.255
Germany,Europe,2014,Land Use,N2O,2.102
Russia,Europe,2019,Energy,Sf6,17.71
Germany,Europe,2007,Buildings,Hfcs,14.334
India,Asia,2023,Industrial Processes,Hfcs,39.17
Indonesia,Asia,2021,Land Use,Sf6,2.941
Brazil,South America,2018,Agriculture,Hfcs,11.903
Mexico,North America,2022,Transport,N2O,15.133
United Kingdom,Europe,2021,Industrial Processes,Hfcs,0.686
United Kingdom,Europe,2021,Agriculture,Hfcs,1.171
Japan,Asia,2011,Energy,Co2,123.526
South Africa,Africa,2006,Agriculture,Sf6,0.707
United Kingdom,Europe,2022,Transport,Hfcs,2.736
Canada,North America,2005,Manufacturing,N2O,7.626
Canada,North America,2013,Energy,Co2,123.526
United Kingdom,Europe,2008,Waste,Co2,2.118
Mexico,North America,2022,Waste,Sf6,0.283
United Kingdom,Europe,2014,Energy,Co2,62.408
India,Asia,2016,Land Use,Hfcs,7.306
France,Europe,2018,Waste,Sf6,0.1
India,Asia,2011,Land Use,Hfcs,5.781
China,Asia,2013,Energy,Hfcs,123.526
Brazil,South America,2015,Manufacturing,Ch4,7.374
Canada,North America,2006,Buildings,Ch4,13.177
Brazil,South America,2022,Industrial Processes,N2O,1.03
Germany,Europe,2001,Buildings,Co2,65.132
South Africa,Africa,2014,Buildings,N2O,2.01
Mexico,North America,2010,Agriculture,Ch4,40.942
Japan,Asia,2019,Waste,Co2,5.317
South Africa,Africa,2004,Waste,Hfcs,0.26
South Korea,Asia,2006,Industrial Processes,Ch4,0.796
Canada,North America,2021,Agriculture,Co2,6.871
France,Europe,2018,Land Use,Sf6,0.1
Canada,North America,2001,Manufacturing,N2O,7.407
,Asia,2020,Waste,Hfcs,7.128
United Kingdom,Europe,2014,Energy,Ch4,18.008
China,Asia,2016,Land Use,Ch4,123.526
Germany,Europe,2008,Waste,Hfcs,0.281
China,Asia,2016,Waste,Ch4,123.526
Russia,Europe,2009,Waste,Ch4,32.802
United States,North America,2023,Transport,N2O,123.526
France,Europe,2022,Manufacturing,Hfcs,1.499
South Korea,Asia,2019,Land Use,N2O,2.992
United Kingdom,Europe,2007,Land Use,Ch4,0.803
France,Europe,2014,Manufacturing,Sf6,0.878
Australia,Oceania,2011,Agriculture,Ch4,41.891
South Korea,Asia,2000,Transport,N2O,10.087
Brazil,South America,2006,Land Use,Ch4,46.117
South Africa,Africa,2021,Waste,Co2,5.679
Brazil,South America,2008,Agriculture,Co2,28.404
,South America,2011,Industrial Processes,Hfcs,7.128
Canada,North America,2015,Land Use,Co2,5.413
South Korea,Asia,2003,Land Use,Co2,2.588
China,Asia,2019,Energy,Co2,123.526
Brazil,South America,2012,Agriculture,Sf6,2.924
United States,North America,2023,Waste,Ch4,91.992
Indonesia,Asia,2017,Land Use,Sf6,2.424
Indonesia,Asia,2012,Manufacturing,Co2,57.06
Indonesia,Asia,2020,Agriculture,Co2,22.341
Russia,Europe,2023,Manufacturing,Hfcs,35.32
Brazil,South America,2012,Waste,Sf6,0.405
Germany,Europe,2011,Buildings,Co2,50.198
Japan,Asia,2019,Transport,Sf6,2.053
South Korea,Asia,2006,Buildings,Ch4,10.902
France,Europe,2005,Waste,Co2,2.148
Germany,Europe,2008,Energy,Sf6,4.154
France,Europe,2016,Buildings,Hfcs,8.44
Brazil,South America,2005,Agriculture,Ch4,123.526
Russia,Europe,2017,Manufacturing,Sf6,17.083
India,Asia,2022,Land Use,N2O,53.058
Japan,Asia,2016,Transport,Sf6,1.86
Russia,Europe,2014,Land Use,N2O,13.659
Brazil,South America,2014,Transport,N2O,13.881
China,Asia,2003,Manufacturing,N2O,123.526
Canada,North America,2008,Energy,Hfcs,7.143
Japan,Asia,2002,Agriculture,N2O,14.303
India,Asia,2006,Buildings,Co2,123.526
United Kingdom,Europe,2018,Energy,Co2,56.391
South Korea,Asia,2001,Agriculture,Co2,3.313
Russia,Europe,2007,,N2O,7.128
Japan,Asia,2001,Agriculture,Sf6,0.484
Germany,Europe,2019,Industrial Processes,N2O,1.118
Japan,Asia,2007,Industrial Processes,Co2,5.066
South Africa,Africa,2002,Manufacturing,Sf6,3.287
Canada,North America,2023,Transport,Hfcs,6.49
Germany,Europe,2010,Buildings,Ch4,14.569
Mexico,North America,2001,Manufacturing,Ch4,6.963
United States,North America,2009,Agriculture,Ch4,123.526
United Kingdom,Europe,2015,Transport,Sf6,0.817
Mexico,North America,2006,Agriculture,Sf6,0.686
France,Europe,2002,Land Use,Sf6,0.1
Canada,North America,2007,Energy,N2O,13.344
Australia,Oceania,2022,Land Use,Co2,5.884
Canada,North America,2005,Buildings,Ch4,13.939
South Korea,Asia,2008,Manufacturing,N2O,20.888
Brazil,South America,2012,Energy,Ch4,33.34
Australia,Oceania,2022,Energy,Ch4,42.536
Canada,North America,2004,Energy,Ch4,49.036
Mexico,North America,2014,Agriculture,Ch4,41.855
United Kingdom,Europe,2018,Buildings,N2O,4.572
Germany,Europe,2017,Agriculture,Co2,4.918
United Kingdom,Europe,2017,Land Use,Sf6,0.1
Germany,Europe,2020,Land Use,Hfcs,0.186
Indonesia,Asia,2016,Agriculture,Hfcs,7.766
Canada,North America,2006,Industrial Processes,Ch4,0.747
United States,North America,2007,Agriculture,N2O,123.526
France,Europe,2022,Land Use,Co2,1.047
Russia,Europe,2012,Agriculture,Sf6,2.026
India,Asia,2022,Agriculture,Sf6,15.076
Germany,Europe,2021,Industrial Processes,Sf6,1.743
Brazil,South America,2019,Buildings,Sf6,0.105
United Kingdom,Europe,2011,Energy,Co2,71.268
Japan,Asia,2001,Manufacturing,Hfcs,27.826
South Korea,Asia,2005,Buildings,Ch4,10.035
France,Europe,2016,Waste,Sf6,0.1
South Korea,Asia,2022,Buildings,Co2,52.123
